"resourceId","tipo editorial","idioma","ruta","slug","canonical","alternates/hreflang","título SEO","H1","meta description","estado de indexación previsto","PDF asociado","existencia del archivo","idioma del PDF","estado HTTP esperado","autor","revisor","datePublished","dateModified","fuentes","DOI","estado de revisión editorial"
"oem-white-label-water-testing-kits","Technical guide","en","/resources/oem-white-label-water-testing-kits","oem-white-label-water-testing-kits","https://aquaverify.com/resources/oem-white-label-water-testing-kits","x-default=https://aquaverify.com/resources/oem-white-label-water-testing-kits; en=https://aquaverify.com/resources/oem-white-label-water-testing-kits; es=https://aquaverify.com/es/recursos/oem-kits-analisis-agua-marca-blanca; fr=https://aquaverify.com/fr/ressources/oem-marque-blanche-kits-analyse-eau; it=https://aquaverify.com/it/risorse/oem-white-label-kit-analisi-acqua; ca=https://aquaverify.com/ca/recursos/oem-marca-blanca-kits-analisi-aigua","OEM and white label water testing kits: guide for distributors and partners | AquaVerify","OEM and white label water testing kits: guide for distributors and partners","A commercial and technical guide to evaluate AquaVerify distribution, co-branding, white label, packaging, documentation, training, software and territorial scaling.","index, follow","/resources/checklists/checklist-oem-white-label-water-testing-kits.pdf; https://www.epa.gov/sites/default/files/2015-12/documents/method_1602_2001.pdf","exists; external-link","en","200","AquaVerify","","","","","","standard-resource-review"
"oem-white-label-water-testing-kits","Guía técnica","es","/es/recursos/oem-kits-analisis-agua-marca-blanca","oem-kits-analisis-agua-marca-blanca","https://aquaverify.com/es/recursos/oem-kits-analisis-agua-marca-blanca","x-default=https://aquaverify.com/resources/oem-white-label-water-testing-kits; en=https://aquaverify.com/resources/oem-white-label-water-testing-kits; es=https://aquaverify.com/es/recursos/oem-kits-analisis-agua-marca-blanca; fr=https://aquaverify.com/fr/ressources/oem-marque-blanche-kits-analyse-eau; it=https://aquaverify.com/it/risorse/oem-white-label-kit-analisi-acqua; ca=https://aquaverify.com/ca/recursos/oem-marca-blanca-kits-analisi-aigua","OEM y marca blanca en kits de análisis de agua: guía para distribuidores y partners | AquaVerify","OEM y marca blanca en kits de análisis de agua: guía para distribuidores y partners","Guía comercial y técnica para evaluar distribución AquaVerify, co-branding, marca blanca, packaging, documentación, formación, software y escalado por territorio.","index, follow","/es/recursos/checklists/checklist-oem-marca-blanca-kits-analisis-agua.pdf; https://www.epa.gov/sites/default/files/2015-12/documents/method_1602_2001.pdf","exists; external-link","es","200","AquaVerify","","","","","","standard-resource-review"
"oem-white-label-water-testing-kits","Guide technique","fr","/fr/ressources/oem-marque-blanche-kits-analyse-eau","oem-marque-blanche-kits-analyse-eau","https://aquaverify.com/fr/ressources/oem-marque-blanche-kits-analyse-eau","x-default=https://aquaverify.com/resources/oem-white-label-water-testing-kits; en=https://aquaverify.com/resources/oem-white-label-water-testing-kits; es=https://aquaverify.com/es/recursos/oem-kits-analisis-agua-marca-blanca; fr=https://aquaverify.com/fr/ressources/oem-marque-blanche-kits-analyse-eau; it=https://aquaverify.com/it/risorse/oem-white-label-kit-analisi-acqua; ca=https://aquaverify.com/ca/recursos/oem-marca-blanca-kits-analisi-aigua","OEM et marque blanche pour kits d’analyse de l’eau : guide pour distributeurs et partenaires | AquaVerify","OEM et marque blanche pour kits d’analyse de l’eau : guide pour distributeurs et partenaires","Guide commercial et technique pour évaluer distribution AquaVerify, co-branding, marque blanche, packaging, documentation, formation, logiciel et déploiement territorial.","index, follow","/fr/ressources/checklists/checklist-oem-marque-blanche-kits-analyse-eau.pdf; https://www.epa.gov/sites/default/files/2015-12/documents/method_1602_2001.pdf","exists; external-link","fr","200","AquaVerify","","","","","","standard-resource-review"
"oem-white-label-water-testing-kits","Guida tecnica","it","/it/risorse/oem-white-label-kit-analisi-acqua","oem-white-label-kit-analisi-acqua","https://aquaverify.com/it/risorse/oem-white-label-kit-analisi-acqua","x-default=https://aquaverify.com/resources/oem-white-label-water-testing-kits; en=https://aquaverify.com/resources/oem-white-label-water-testing-kits; es=https://aquaverify.com/es/recursos/oem-kits-analisis-agua-marca-blanca; fr=https://aquaverify.com/fr/ressources/oem-marque-blanche-kits-analyse-eau; it=https://aquaverify.com/it/risorse/oem-white-label-kit-analisi-acqua; ca=https://aquaverify.com/ca/recursos/oem-marca-blanca-kits-analisi-aigua","OEM e white label nei kit di analisi dell’acqua: guida per distributori e partner | AquaVerify","OEM e white label nei kit di analisi dell’acqua: guida per distributori e partner","Guida commerciale e tecnica per valutare distribuzione AquaVerify, co-branding, white label, packaging, documentazione, formazione, software e scalabilità territoriale.","index, follow","/it/risorse/checklists/checklist-oem-white-label-kit-analisi-acqua.pdf; https://www.epa.gov/sites/default/files/2015-12/documents/method_1602_2001.pdf","exists; external-link","it","200","AquaVerify","","","","","","standard-resource-review"
"oem-white-label-water-testing-kits","Guia tècnica","ca","/ca/recursos/oem-marca-blanca-kits-analisi-aigua","oem-marca-blanca-kits-analisi-aigua","https://aquaverify.com/ca/recursos/oem-marca-blanca-kits-analisi-aigua","x-default=https://aquaverify.com/resources/oem-white-label-water-testing-kits; en=https://aquaverify.com/resources/oem-white-label-water-testing-kits; es=https://aquaverify.com/es/recursos/oem-kits-analisis-agua-marca-blanca; fr=https://aquaverify.com/fr/ressources/oem-marque-blanche-kits-analyse-eau; it=https://aquaverify.com/it/risorse/oem-white-label-kit-analisi-acqua; ca=https://aquaverify.com/ca/recursos/oem-marca-blanca-kits-analisi-aigua","OEM i marca blanca en kits d’anàlisi d’aigua: guia per a distribuïdors i partners | AquaVerify","OEM i marca blanca en kits d’anàlisi d’aigua: guia per a distribuïdors i partners","Guia comercial i tècnica per avaluar distribució AquaVerify, co-branding, marca blanca, packaging, documentació, formació, software i escalat territorial.","index, follow","/ca/recursos/checklists/checklist-oem-marca-blanca-kits-analisi-aigua.pdf; https://www.epa.gov/sites/default/files/2015-12/documents/method_1602_2001.pdf","exists; external-link","ca","200","AquaVerify","","","","","","standard-resource-review"
"aquacoli-enumera-coli100-validation","AquaVerify validation report","en","/resources/aquacoli-enumera-coli100-iso-9308-2-validation","aquacoli-enumera-coli100-iso-9308-2-validation","https://aquaverify.com/resources/aquacoli-enumera-coli100-iso-9308-2-validation","x-default=https://aquaverify.com/resources/aquacoli-enumera-coli100-iso-9308-2-validation; en=https://aquaverify.com/resources/aquacoli-enumera-coli100-iso-9308-2-validation; es=https://aquaverify.com/es/recursos/validacion-aquacoli-enumera-coli100-iso-9308-2; fr=https://aquaverify.com/fr/ressources/validation-aquacoli-enumera-coli100-iso-9308-2; it=https://aquaverify.com/it/risorse/validazione-aquacoli-enumera-coli100-iso-9308-2; ca=https://aquaverify.com/ca/recursos/validacio-aquacoli-enumera-coli100-iso-9308-2","AquaColi / ENUMERA Coli100 validation against ISO 9308-2 | AquaVerify","AquaColi / ENUMERA Coli100 validation against ISO 9308-2","Technical paper on a chromogenic MPN method for E. coli and total coliforms in 100 mL water samples, with validation evidence against ISO 9308-2 across five water matrices.","index, follow","/resources/aquacoli-enumera-coli100/enumera-mpn-table-supplementary-material.pdf","exists","en","200","AquaVerify","","","2026-06-18","","","source-documented"
"aquacoli-enumera-coli100-validation","Informe de validación AquaVerify","es","/es/recursos/validacion-aquacoli-enumera-coli100-iso-9308-2","validacion-aquacoli-enumera-coli100-iso-9308-2","https://aquaverify.com/es/recursos/validacion-aquacoli-enumera-coli100-iso-9308-2","x-default=https://aquaverify.com/resources/aquacoli-enumera-coli100-iso-9308-2-validation; en=https://aquaverify.com/resources/aquacoli-enumera-coli100-iso-9308-2-validation; es=https://aquaverify.com/es/recursos/validacion-aquacoli-enumera-coli100-iso-9308-2; fr=https://aquaverify.com/fr/ressources/validation-aquacoli-enumera-coli100-iso-9308-2; it=https://aquaverify.com/it/risorse/validazione-aquacoli-enumera-coli100-iso-9308-2; ca=https://aquaverify.com/ca/recursos/validacio-aquacoli-enumera-coli100-iso-9308-2","Validación AquaColi / ENUMERA Coli100 frente a ISO 9308-2 | AquaVerify","Validación AquaColi / ENUMERA Coli100 frente a ISO 9308-2","Paper técnico sobre un método cromogénico MPN para E. coli y coliformes totales en 100 mL de agua, con evidencia de validación frente a ISO 9308-2 en cinco matrices.","index, follow","/resources/aquacoli-enumera-coli100/enumera-mpn-table-supplementary-material.pdf","exists","es","200","AquaVerify","","","2026-06-18","","","source-documented"
"aquacoli-enumera-coli100-validation","Rapport de validation AquaVerify","fr","/fr/ressources/validation-aquacoli-enumera-coli100-iso-9308-2","validation-aquacoli-enumera-coli100-iso-9308-2","https://aquaverify.com/fr/ressources/validation-aquacoli-enumera-coli100-iso-9308-2","x-default=https://aquaverify.com/resources/aquacoli-enumera-coli100-iso-9308-2-validation; en=https://aquaverify.com/resources/aquacoli-enumera-coli100-iso-9308-2-validation; es=https://aquaverify.com/es/recursos/validacion-aquacoli-enumera-coli100-iso-9308-2; fr=https://aquaverify.com/fr/ressources/validation-aquacoli-enumera-coli100-iso-9308-2; it=https://aquaverify.com/it/risorse/validazione-aquacoli-enumera-coli100-iso-9308-2; ca=https://aquaverify.com/ca/recursos/validacio-aquacoli-enumera-coli100-iso-9308-2","Validation AquaColi / ENUMERA Coli100 face à ISO 9308-2 | AquaVerify","Validation AquaColi / ENUMERA Coli100 face à ISO 9308-2","Paper technique sur une méthode MPN chromogénique pour E. coli et coliformes totaux dans 100 mL d’eau, avec validation face à ISO 9308-2 sur cinq matrices.","index, follow","/resources/aquacoli-enumera-coli100/enumera-mpn-table-supplementary-material.pdf","exists","fr","200","AquaVerify","","","2026-06-18","","","source-documented"
"aquacoli-enumera-coli100-validation","Report di validazione AquaVerify","it","/it/risorse/validazione-aquacoli-enumera-coli100-iso-9308-2","validazione-aquacoli-enumera-coli100-iso-9308-2","https://aquaverify.com/it/risorse/validazione-aquacoli-enumera-coli100-iso-9308-2","x-default=https://aquaverify.com/resources/aquacoli-enumera-coli100-iso-9308-2-validation; en=https://aquaverify.com/resources/aquacoli-enumera-coli100-iso-9308-2-validation; es=https://aquaverify.com/es/recursos/validacion-aquacoli-enumera-coli100-iso-9308-2; fr=https://aquaverify.com/fr/ressources/validation-aquacoli-enumera-coli100-iso-9308-2; it=https://aquaverify.com/it/risorse/validazione-aquacoli-enumera-coli100-iso-9308-2; ca=https://aquaverify.com/ca/recursos/validacio-aquacoli-enumera-coli100-iso-9308-2","Validazione AquaColi / ENUMERA Coli100 rispetto a ISO 9308-2 | AquaVerify","Validazione AquaColi / ENUMERA Coli100 rispetto a ISO 9308-2","Paper tecnico su un metodo MPN cromogenico per E. coli e coliformi totali in 100 mL di acqua, con validazione rispetto a ISO 9308-2 su cinque matrici.","index, follow","/resources/aquacoli-enumera-coli100/enumera-mpn-table-supplementary-material.pdf","exists","it","200","AquaVerify","","","2026-06-18","","","source-documented"
"aquacoli-enumera-coli100-validation","Informe de validació AquaVerify","ca","/ca/recursos/validacio-aquacoli-enumera-coli100-iso-9308-2","validacio-aquacoli-enumera-coli100-iso-9308-2","https://aquaverify.com/ca/recursos/validacio-aquacoli-enumera-coli100-iso-9308-2","x-default=https://aquaverify.com/resources/aquacoli-enumera-coli100-iso-9308-2-validation; en=https://aquaverify.com/resources/aquacoli-enumera-coli100-iso-9308-2-validation; es=https://aquaverify.com/es/recursos/validacion-aquacoli-enumera-coli100-iso-9308-2; fr=https://aquaverify.com/fr/ressources/validation-aquacoli-enumera-coli100-iso-9308-2; it=https://aquaverify.com/it/risorse/validazione-aquacoli-enumera-coli100-iso-9308-2; ca=https://aquaverify.com/ca/recursos/validacio-aquacoli-enumera-coli100-iso-9308-2","Validació AquaColi / ENUMERA Coli100 davant ISO 9308-2 | AquaVerify","Validació AquaColi / ENUMERA Coli100 davant ISO 9308-2","Paper tècnic sobre un mètode MPN cromogènic per a E. coli i coliformes totals en 100 mL d’aigua, amb validació davant ISO 9308-2 en cinc matrius.","index, follow","/resources/aquacoli-enumera-coli100/enumera-mpn-table-supplementary-material.pdf","exists","ca","200","AquaVerify","","","2026-06-18","","","source-documented"
"urban-wastewater-wbe-multiviral-valencian-region","External research summary","en","/resources/urban-wastewater-wbe-multiviral-valencian-region","urban-wastewater-wbe-multiviral-valencian-region","https://aquaverify.com/resources/urban-wastewater-wbe-multiviral-valencian-region","x-default=https://aquaverify.com/resources/urban-wastewater-wbe-multiviral-valencian-region; en=https://aquaverify.com/resources/urban-wastewater-wbe-multiviral-valencian-region; es=https://aquaverify.com/es/recursos/epidemiologia-aguas-residuales-vigilancia-multiviral-valencia; fr=https://aquaverify.com/fr/ressources/epidemiologie-eaux-usees-surveillance-multivirale-valence; it=https://aquaverify.com/it/risorse/epidemiologia-acque-reflue-sorveglianza-multivirale-valencia; ca=https://aquaverify.com/ca/recursos/epidemiologia-aigues-residuals-vigilancia-multiviral-valencia","Urban wastewater-based epidemiology for multi-viral pathogen surveillance in the Valencian region | AquaVerify","Urban wastewater-based epidemiology for multi-viral pathogen surveillance in the Valencian region","Scientific paper on wastewater-based epidemiology in Valencia, tracking SARS-CoV-2, RSV, influenza A, enteric viruses and viral faecal indicators.","index, follow","","not-applicable","","200","AquaVerify","","","2026-06-18","https://doi.org/10.1016/j.watres.2024.121463","10.1016/j.watres.2024.121463","source-documented"
"urban-wastewater-wbe-multiviral-valencian-region","Resumen de investigación externa","es","/es/recursos/epidemiologia-aguas-residuales-vigilancia-multiviral-valencia","epidemiologia-aguas-residuales-vigilancia-multiviral-valencia","https://aquaverify.com/es/recursos/epidemiologia-aguas-residuales-vigilancia-multiviral-valencia","x-default=https://aquaverify.com/resources/urban-wastewater-wbe-multiviral-valencian-region; en=https://aquaverify.com/resources/urban-wastewater-wbe-multiviral-valencian-region; es=https://aquaverify.com/es/recursos/epidemiologia-aguas-residuales-vigilancia-multiviral-valencia; fr=https://aquaverify.com/fr/ressources/epidemiologie-eaux-usees-surveillance-multivirale-valence; it=https://aquaverify.com/it/risorse/epidemiologia-acque-reflue-sorveglianza-multivirale-valencia; ca=https://aquaverify.com/ca/recursos/epidemiologia-aigues-residuals-vigilancia-multiviral-valencia","Epidemiología basada en aguas residuales urbanas para vigilancia multiviral en la región valenciana | AquaVerify","Epidemiología basada en aguas residuales urbanas para vigilancia multiviral en la región valenciana","Paper científico sobre epidemiología basada en aguas residuales en Valencia, con SARS-CoV-2, RSV, gripe A, virus entéricos e indicadores virales fecales.","index, follow","","not-applicable","","200","AquaVerify","","","2026-06-18","https://doi.org/10.1016/j.watres.2024.121463","10.1016/j.watres.2024.121463","source-documented"
"urban-wastewater-wbe-multiviral-valencian-region","Résumé de recherche externe","fr","/fr/ressources/epidemiologie-eaux-usees-surveillance-multivirale-valence","epidemiologie-eaux-usees-surveillance-multivirale-valence","https://aquaverify.com/fr/ressources/epidemiologie-eaux-usees-surveillance-multivirale-valence","x-default=https://aquaverify.com/resources/urban-wastewater-wbe-multiviral-valencian-region; en=https://aquaverify.com/resources/urban-wastewater-wbe-multiviral-valencian-region; es=https://aquaverify.com/es/recursos/epidemiologia-aguas-residuales-vigilancia-multiviral-valencia; fr=https://aquaverify.com/fr/ressources/epidemiologie-eaux-usees-surveillance-multivirale-valence; it=https://aquaverify.com/it/risorse/epidemiologia-acque-reflue-sorveglianza-multivirale-valencia; ca=https://aquaverify.com/ca/recursos/epidemiologia-aigues-residuals-vigilancia-multiviral-valencia","Épidémiologie des eaux usées urbaines pour la surveillance multivirale dans la région de Valence | AquaVerify","Épidémiologie des eaux usées urbaines pour la surveillance multivirale dans la région de Valence","Article scientifique sur l’épidémiologie basée sur les eaux usées à Valence: SARS-CoV-2, RSV, grippe A, virus entériques et indicateurs viraux fécaux.","index, follow","","not-applicable","","200","AquaVerify","","","2026-06-18","https://doi.org/10.1016/j.watres.2024.121463","10.1016/j.watres.2024.121463","source-documented"
"urban-wastewater-wbe-multiviral-valencian-region","Sintesi di ricerca esterna","it","/it/risorse/epidemiologia-acque-reflue-sorveglianza-multivirale-valencia","epidemiologia-acque-reflue-sorveglianza-multivirale-valencia","https://aquaverify.com/it/risorse/epidemiologia-acque-reflue-sorveglianza-multivirale-valencia","x-default=https://aquaverify.com/resources/urban-wastewater-wbe-multiviral-valencian-region; en=https://aquaverify.com/resources/urban-wastewater-wbe-multiviral-valencian-region; es=https://aquaverify.com/es/recursos/epidemiologia-aguas-residuales-vigilancia-multiviral-valencia; fr=https://aquaverify.com/fr/ressources/epidemiologie-eaux-usees-surveillance-multivirale-valence; it=https://aquaverify.com/it/risorse/epidemiologia-acque-reflue-sorveglianza-multivirale-valencia; ca=https://aquaverify.com/ca/recursos/epidemiologia-aigues-residuals-vigilancia-multiviral-valencia","Epidemiologia basata sulle acque reflue urbane per la sorveglianza multivirale nella regione valenciana | AquaVerify","Epidemiologia basata sulle acque reflue urbane per la sorveglianza multivirale nella regione valenciana","Paper scientifico su epidemiologia basata sulle acque reflue a Valencia: SARS-CoV-2, RSV, influenza A, virus enterici e indicatori virali fecali.","index, follow","","not-applicable","","200","AquaVerify","","","2026-06-18","https://doi.org/10.1016/j.watres.2024.121463","10.1016/j.watres.2024.121463","source-documented"
"urban-wastewater-wbe-multiviral-valencian-region","Resum de recerca externa","ca","/ca/recursos/epidemiologia-aigues-residuals-vigilancia-multiviral-valencia","epidemiologia-aigues-residuals-vigilancia-multiviral-valencia","https://aquaverify.com/ca/recursos/epidemiologia-aigues-residuals-vigilancia-multiviral-valencia","x-default=https://aquaverify.com/resources/urban-wastewater-wbe-multiviral-valencian-region; en=https://aquaverify.com/resources/urban-wastewater-wbe-multiviral-valencian-region; es=https://aquaverify.com/es/recursos/epidemiologia-aguas-residuales-vigilancia-multiviral-valencia; fr=https://aquaverify.com/fr/ressources/epidemiologie-eaux-usees-surveillance-multivirale-valence; it=https://aquaverify.com/it/risorse/epidemiologia-acque-reflue-sorveglianza-multivirale-valencia; ca=https://aquaverify.com/ca/recursos/epidemiologia-aigues-residuals-vigilancia-multiviral-valencia","Epidemiologia basada en aigües residuals urbanes per a vigilància multiviral a la regió valenciana | AquaVerify","Epidemiologia basada en aigües residuals urbanes per a vigilància multiviral a la regió valenciana","Paper científic sobre epidemiologia basada en aigües residuals a València: SARS-CoV-2, RSV, grip A, virus entèrics i indicadors virals fecals.","index, follow","","not-applicable","","200","AquaVerify","","","2026-06-18","https://doi.org/10.1016/j.watres.2024.121463","10.1016/j.watres.2024.121463","source-documented"
"viral-pollution-wastewater-mediterranean-ecosystems","External research summary","en","/resources/viral-pollution-wastewater-mediterranean-ecosystems","viral-pollution-wastewater-mediterranean-ecosystems","https://aquaverify.com/resources/viral-pollution-wastewater-mediterranean-ecosystems","x-default=https://aquaverify.com/resources/viral-pollution-wastewater-mediterranean-ecosystems; en=https://aquaverify.com/resources/viral-pollution-wastewater-mediterranean-ecosystems; es=https://aquaverify.com/es/recursos/contaminacion-viral-aguas-residuales-ecosistemas-mediterraneos; fr=https://aquaverify.com/fr/ressources/pollution-virale-eaux-usees-ecosystemes-mediterraneens; it=https://aquaverify.com/it/risorse/inquinamento-virale-acque-reflue-ecosistemi-mediterranei; ca=https://aquaverify.com/ca/recursos/contaminacio-viral-aigues-residuals-ecosistemes-mediterranis","Evaluating viral pollution in wastewater and Mediterranean ecosystems | AquaVerify","Evaluating viral pollution in wastewater and Mediterranean ecosystems","Scientific paper assessing human enteric and respiratory viruses, faecal indicators, reclaimed wastewater, biosolids, surface water and sediment in Mediterranean protected areas.","index, follow","","not-applicable","","200","AquaVerify","","","2026-06-18","https://doi.org/10.1007/s12560-026-09693-3","10.1007/s12560-026-09693-3","source-documented"
"viral-pollution-wastewater-mediterranean-ecosystems","Resumen de investigación externa","es","/es/recursos/contaminacion-viral-aguas-residuales-ecosistemas-mediterraneos","contaminacion-viral-aguas-residuales-ecosistemas-mediterraneos","https://aquaverify.com/es/recursos/contaminacion-viral-aguas-residuales-ecosistemas-mediterraneos","x-default=https://aquaverify.com/resources/viral-pollution-wastewater-mediterranean-ecosystems; en=https://aquaverify.com/resources/viral-pollution-wastewater-mediterranean-ecosystems; es=https://aquaverify.com/es/recursos/contaminacion-viral-aguas-residuales-ecosistemas-mediterraneos; fr=https://aquaverify.com/fr/ressources/pollution-virale-eaux-usees-ecosystemes-mediterraneens; it=https://aquaverify.com/it/risorse/inquinamento-virale-acque-reflue-ecosistemi-mediterranei; ca=https://aquaverify.com/ca/recursos/contaminacio-viral-aigues-residuals-ecosistemes-mediterranis","Evaluación de contaminación viral en aguas residuales y ecosistemas mediterráneos | AquaVerify","Evaluación de contaminación viral en aguas residuales y ecosistemas mediterráneos","Paper científico sobre virus entéricos y respiratorios, indicadores fecales, agua regenerada, biosólidos, agua superficial y sedimentos en áreas mediterráneas protegidas.","index, follow","","not-applicable","","200","AquaVerify","","","2026-06-18","https://doi.org/10.1007/s12560-026-09693-3","10.1007/s12560-026-09693-3","source-documented"
"viral-pollution-wastewater-mediterranean-ecosystems","Résumé de recherche externe","fr","/fr/ressources/pollution-virale-eaux-usees-ecosystemes-mediterraneens","pollution-virale-eaux-usees-ecosystemes-mediterraneens","https://aquaverify.com/fr/ressources/pollution-virale-eaux-usees-ecosystemes-mediterraneens","x-default=https://aquaverify.com/resources/viral-pollution-wastewater-mediterranean-ecosystems; en=https://aquaverify.com/resources/viral-pollution-wastewater-mediterranean-ecosystems; es=https://aquaverify.com/es/recursos/contaminacion-viral-aguas-residuales-ecosistemas-mediterraneos; fr=https://aquaverify.com/fr/ressources/pollution-virale-eaux-usees-ecosystemes-mediterraneens; it=https://aquaverify.com/it/risorse/inquinamento-virale-acque-reflue-ecosistemi-mediterranei; ca=https://aquaverify.com/ca/recursos/contaminacio-viral-aigues-residuals-ecosistemes-mediterranis","Évaluation de la pollution virale dans les eaux usées et les écosystèmes méditerranéens | AquaVerify","Évaluation de la pollution virale dans les eaux usées et les écosystèmes méditerranéens","Article scientifique sur virus entériques et respiratoires, indicateurs fécaux, eau réutilisée, biosolides, eaux de surface et sédiments en zones méditerranéennes protégées.","index, follow","","not-applicable","","200","AquaVerify","","","2026-06-18","https://doi.org/10.1007/s12560-026-09693-3","10.1007/s12560-026-09693-3","source-documented"
"viral-pollution-wastewater-mediterranean-ecosystems","Sintesi di ricerca esterna","it","/it/risorse/inquinamento-virale-acque-reflue-ecosistemi-mediterranei","inquinamento-virale-acque-reflue-ecosistemi-mediterranei","https://aquaverify.com/it/risorse/inquinamento-virale-acque-reflue-ecosistemi-mediterranei","x-default=https://aquaverify.com/resources/viral-pollution-wastewater-mediterranean-ecosystems; en=https://aquaverify.com/resources/viral-pollution-wastewater-mediterranean-ecosystems; es=https://aquaverify.com/es/recursos/contaminacion-viral-aguas-residuales-ecosistemas-mediterraneos; fr=https://aquaverify.com/fr/ressources/pollution-virale-eaux-usees-ecosystemes-mediterraneens; it=https://aquaverify.com/it/risorse/inquinamento-virale-acque-reflue-ecosistemi-mediterranei; ca=https://aquaverify.com/ca/recursos/contaminacio-viral-aigues-residuals-ecosistemes-mediterranis","Valutazione dell’inquinamento virale nelle acque reflue e negli ecosistemi mediterranei | AquaVerify","Valutazione dell’inquinamento virale nelle acque reflue e negli ecosistemi mediterranei","Paper scientifico su virus enterici e respiratori, indicatori fecali, acqua rigenerata, biosolidi, acqua superficiale e sedimenti in aree mediterranee protette.","index, follow","","not-applicable","","200","AquaVerify","","","2026-06-18","https://doi.org/10.1007/s12560-026-09693-3","10.1007/s12560-026-09693-3","source-documented"
"viral-pollution-wastewater-mediterranean-ecosystems","Resum de recerca externa","ca","/ca/recursos/contaminacio-viral-aigues-residuals-ecosistemes-mediterranis","contaminacio-viral-aigues-residuals-ecosistemes-mediterranis","https://aquaverify.com/ca/recursos/contaminacio-viral-aigues-residuals-ecosistemes-mediterranis","x-default=https://aquaverify.com/resources/viral-pollution-wastewater-mediterranean-ecosystems; en=https://aquaverify.com/resources/viral-pollution-wastewater-mediterranean-ecosystems; es=https://aquaverify.com/es/recursos/contaminacion-viral-aguas-residuales-ecosistemas-mediterraneos; fr=https://aquaverify.com/fr/ressources/pollution-virale-eaux-usees-ecosystemes-mediterraneens; it=https://aquaverify.com/it/risorse/inquinamento-virale-acque-reflue-ecosistemi-mediterranei; ca=https://aquaverify.com/ca/recursos/contaminacio-viral-aigues-residuals-ecosistemes-mediterranis","Avaluació de contaminació viral en aigües residuals i ecosistemes mediterranis | AquaVerify","Avaluació de contaminació viral en aigües residuals i ecosistemes mediterranis","Paper científic sobre virus entèrics i respiratoris, indicadors fecals, aigua regenerada, biosòlids, aigua superficial i sediments en àrees mediterrànies protegides.","index, follow","","not-applicable","","200","AquaVerify","","","2026-06-18","https://doi.org/10.1007/s12560-026-09693-3","10.1007/s12560-026-09693-3","source-documented"
"sars-cov-2-surrogates-decay-aquatic-environments","External research summary","en","/resources/sars-cov-2-surrogates-decay-aquatic-environments","sars-cov-2-surrogates-decay-aquatic-environments","https://aquaverify.com/resources/sars-cov-2-surrogates-decay-aquatic-environments","x-default=https://aquaverify.com/resources/sars-cov-2-surrogates-decay-aquatic-environments; en=https://aquaverify.com/resources/sars-cov-2-surrogates-decay-aquatic-environments; es=https://aquaverify.com/es/recursos/decaimiento-sars-cov-2-sustitutos-ambientes-acuaticos; fr=https://aquaverify.com/fr/ressources/decroissance-sars-cov-2-substituts-milieux-aquatiques; it=https://aquaverify.com/it/risorse/decadimento-sars-cov-2-surrogati-ambienti-acquatici; ca=https://aquaverify.com/ca/recursos/decaiment-sars-cov-2-substituts-ambients-aquatics","Decay of infectious SARS-CoV-2 and surrogates in aquatic environments | AquaVerify","Decay of infectious SARS-CoV-2 and surrogates in aquatic environments","Water Research paper comparing infectious SARS-CoV-2 decay, viral RNA persistence and MS2 or PMMoV surrogate behaviour in river water and seawater.","index, follow","","not-applicable","","200","AquaVerify","","","2026-06-18","https://doi.org/10.1016/j.watres.2021.117090","10.1016/j.watres.2021.117090","source-documented"
"sars-cov-2-surrogates-decay-aquatic-environments","Resumen de investigación externa","es","/es/recursos/decaimiento-sars-cov-2-sustitutos-ambientes-acuaticos","decaimiento-sars-cov-2-sustitutos-ambientes-acuaticos","https://aquaverify.com/es/recursos/decaimiento-sars-cov-2-sustitutos-ambientes-acuaticos","x-default=https://aquaverify.com/resources/sars-cov-2-surrogates-decay-aquatic-environments; en=https://aquaverify.com/resources/sars-cov-2-surrogates-decay-aquatic-environments; es=https://aquaverify.com/es/recursos/decaimiento-sars-cov-2-sustitutos-ambientes-acuaticos; fr=https://aquaverify.com/fr/ressources/decroissance-sars-cov-2-substituts-milieux-aquatiques; it=https://aquaverify.com/it/risorse/decadimento-sars-cov-2-surrogati-ambienti-acquatici; ca=https://aquaverify.com/ca/recursos/decaiment-sars-cov-2-substituts-ambients-aquatics","Decaimiento de SARS-CoV-2 infeccioso y sustitutos en ambientes acuáticos | AquaVerify","Decaimiento de SARS-CoV-2 infeccioso y sustitutos en ambientes acuáticos","Paper de Water Research que compara decaimiento de SARS-CoV-2 infeccioso, persistencia de ARN viral y comportamiento de sustitutos MS2 o PMMoV en agua de río y marina.","index, follow","","not-applicable","","200","AquaVerify","","","2026-06-18","https://doi.org/10.1016/j.watres.2021.117090","10.1016/j.watres.2021.117090","source-documented"
